hour,day,temperature,rain,availability_percentage,congestion_level
20,1,30.8,0,100.0,0
3,5,18.4,1,61.97,1
1,0,44.8,0,64.24,1
19,5,24.1,1,100.0,0
15,2,34.0,1,100.0,0
17,6,32.4,1,100.0,0
7,1,38.6,1,53.78,1
2,6,23.8,0,61.72,1
8,3,37.7,1,61.07,1
19,4,26.5,0,100.0,0
5,4,27.3,0,50.49,1
9,5,35.2,0,58.21,1
20,5,38.5,0,100.0,0
9,3,35.0,0,54.08,1
12,1,42.0,0,72.95,0
16,6,23.6,1,100.0,0
8,6,42.0,0,56.22,1
16,0,18.9,1,100.0,0
23,2,34.8,0,88.21,0
8,4,31.4,1,62.62,1
8,2,29.8,1,64.7,1
0,0,24.3,0,78.35,0
1,5,30.1,1,79.82,0
15,6,19.9,1,100.0,0
0,4,26.1,0,82.21,0
9,2,18.0,0,58.3,1
17,5,32.2,0,100.0,0
7,0,17.9,0,56.92,1
20,2,19.8,0,100.0,0
10,6,17.6,0,64.67,1
22,1,26.4,0,93.62,0
1,5,40.3,0,70.56,0
7,0,42.2,1,55.28,1
21,2,17.2,0,100.0,0
7,6,34.0,1,48.33,1
16,1,35.5,0,100.0,0
14,1,31.0,0,98.07,0
16,0,35.0,0,100.0,0
22,3,22.0,0,99.27,0
23,6,29.7,1,90.87,0
12,6,26.7,1,85.09,0
18,4,17.7,0,100.0,0
4,0,33.8,1,53.67,1
11,1,29.9,0,74.2,0
0,1,23.3,1,87.62,0
22,0,29.2,0,94.56,0
4,3,38.3,1,61.1,1
7,4,39.0,1,52.8,1
12,2,34.5,1,86.95,0
7,0,29.0,0,45.37,1
22,4,32.3,1,100.0,0
10,6,26.6,0,69.06,0
0,4,18.8,1,99.17,0
12,5,26.6,0,89.03,0
18,1,30.9,0,100.0,0
23,2,33.0,0,84.18,0
2,0,43.1,1,61.65,1
23,1,38.3,1,86.64,0
16,5,19.6,0,100.0,0
4,5,20.2,0,63.42,1
19,1,18.0,0,100.0,0
20,3,37.1,1,100.0,0
7,4,36.2,1,54.33,1
13,0,44.6,1,82.71,0
3,0,30.7,1,61.47,1
10,0,39.8,1,73.29,0
19,1,32.3,0,100.0,0
14,6,41.2,0,95.78,0
18,3,36.6,0,100.0,0
6,2,34.3,0,39.98,1
18,5,32.0,1,100.0,0
18,1,36.7,1,100.0,0
10,6,27.6,0,67.99,0
4,2,17.9,1,66.39,0
4,5,16.2,0,54.23,1
21,5,29.4,1,100.0,0
7,3,33.0,1,58.01,1
9,4,17.4,0,56.97,1
5,0,23.6,0,50.94,1
14,2,24.7,0,94.26,0
15,1,31.9,1,100.0,0
16,2,23.4,1,100.0,0
7,4,17.9,1,62.52,1
7,0,19.9,0,51.23,1
8,2,20.2,0,63.78,1
1,4,40.3,0,70.06,0
14,1,23.5,1,100.0,0
17,3,36.4,1,100.0,0
2,6,32.0,0,67.7,0
16,5,44.3,0,100.0,0
3,1,23.2,0,58.34,1
3,0,19.8,1,58.19,1
13,5,16.6,1,88.96,0
8,6,22.2,0,60.63,1
8,1,35.5,0,42.48,1
22,1,17.6,0,100.0,0
17,1,22.3,1,100.0,0
9,1,40.7,1,56.26,1
20,5,32.5,1,100.0,0
3,0,17.1,0,65.54,0
11,6,16.4,0,76.77,0
7,4,16.8,0,61.13,1
1,2,43.3,0,61.3,1
21,3,40.5,0,100.0,0
12,6,40.3,0,73.85,0
20,2,42.7,0,93.47,0
15,2,30.2,0,95.36,0
1,3,22.4,0,71.89,0
10,6,27.0,0,66.0,0
9,5,36.6,0,52.31,1
14,0,41.3,1,94.09,0
16,3,28.1,0,100.0,0
7,0,31.1,0,46.31,1
17,5,43.0,1,100.0,0
22,2,18.2,0,100.0,0
8,0,40.9,1,64.0,1
7,5,19.8,1,60.13,1
13,5,29.5,0,88.57,0
17,4,21.6,0,100.0,0
21,3,33.1,1,100.0,0
19,4,31.8,0,100.0,0
19,2,26.4,0,100.0,0
20,3,40.9,0,96.9,0
11,2,34.8,1,80.99,0
18,4,36.6,1,100.0,0
13,6,19.5,0,85.87,0
16,5,41.5,0,100.0,0
23,2,20.0,1,100.0,0
20,3,21.7,1,100.0,0
2,3,18.8,0,67.47,0
22,2,28.2,0,99.43,0
6,3,41.6,0,42.45,1
16,5,22.6,1,100.0,0
11,6,26.2,1,74.71,0
8,5,40.4,0,44.17,1
14,3,33.5,1,99.15,0
17,2,37.5,0,100.0,0
20,4,21.4,0,100.0,0
12,3,36.5,0,55.66,1
20,3,21.8,0,100.0,0
7,3,44.6,0,47.03,1
13,3,31.8,1,86.77,0
7,2,35.9,1,52.04,1
13,4,18.6,0,94.97,0
6,4,22.5,1,57.73,1
22,0,19.2,0,98.15,0
11,3,26.7,1,82.69,0
10,3,23.5,1,83.52,0
21,0,37.0,1,100.0,0
21,4,18.3,1,100.0,0
10,1,37.6,0,58.27,1
21,5,16.4,1,100.0,0
12,1,21.1,1,84.98,0
17,4,38.8,1,100.0,0
1,6,37.3,1,78.16,0
20,3,29.3,1,100.0,0
14,1,16.5,1,100.0,0
19,2,33.3,1,100.0,0
17,2,27.2,1,100.0,0
14,0,24.5,0,100.0,0
18,4,34.2,0,100.0,0
22,4,28.1,0,97.7,0
23,1,17.8,1,90.03,0
11,3,42.5,0,61.78,1
12,4,38.4,0,79.08,0
21,1,16.7,0,100.0,0
10,1,30.8,1,66.55,0
4,5,17.5,0,54.16,1
0,5,40.1,0,75.27,0
23,4,33.4,0,80.13,0
2,1,20.2,0,70.71,0
21,0,15.6,0,100.0,0
18,0,15.9,0,100.0,0
22,5,30.2,0,94.08,0
6,4,37.0,1,47.77,1
11,3,18.6,0,85.96,0
14,6,21.6,0,93.22,0
4,0,24.8,1,56.17,1
14,0,21.5,1,93.58,0
7,5,26.7,1,49.89,1
9,5,31.8,1,65.0,1
15,4,35.5,1,100.0,0
7,5,43.9,0,42.53,1
0,2,42.9,0,72.13,0
11,6,32.1,0,69.04,0
4,1,37.0,1,53.59,1
2,0,43.5,0,67.96,0
0,2,17.5,0,81.89,0
3,3,15.2,1,68.97,0
7,2,15.9,1,60.55,1
2,4,31.9,0,64.9,1
9,3,37.9,1,59.57,1
1,3,26.0,0,71.06,0
10,5,31.4,1,72.81,0
9,2,30.5,0,59.74,1
20,4,17.8,0,100.0,0
13,0,24.6,0,75.07,0
6,6,15.6,1,56.29,1
1,5,18.3,1,73.94,0
8,2,39.4,1,51.6,1
15,0,39.9,1,96.64,0
12,2,39.1,0,83.08,0
8,5,36.8,0,57.74,1
19,0,38.8,0,100.0,0
3,5,35.1,0,55.58,1
21,2,35.1,1,100.0,0
9,3,35.0,1,54.81,1
21,6,30.4,1,100.0,0
11,1,25.9,1,82.81,0
16,6,36.9,0,100.0,0
13,3,24.0,1,89.03,0
13,5,31.3,1,90.69,0
1,6,28.0,1,77.24,0
20,5,23.3,0,99.16,0
19,5,44.2,0,100.0,0
10,0,22.8,0,60.41,1
15,4,24.3,1,100.0,0
18,5,19.8,0,100.0,0
22,6,39.7,0,91.08,0
5,6,32.6,0,49.0,1
23,6,33.4,0,91.65,0
18,3,39.6,0,100.0,0
4,1,25.3,0,50.01,1
3,5,20.8,1,66.94,0
14,5,21.0,1,92.34,0
3,5,37.0,0,63.35,1
19,0,33.4,1,100.0,0
9,5,21.2,0,70.51,0
23,3,19.4,1,92.0,0
21,2,18.6,0,97.49,0
2,4,33.8,1,71.77,0
4,6,15.0,0,61.15,1
5,5,15.5,0,58.11,1
20,0,26.7,1,100.0,0
21,3,35.7,0,100.0,0
7,5,35.9,1,47.52,1
6,0,27.9,0,57.44,1
20,2,35.7,0,96.22,0
9,1,30.6,0,66.86,0
5,5,44.3,0,48.49,1
13,3,19.9,1,100.0,0
3,0,33.0,1,67.34,0
12,0,29.7,1,74.21,0
19,5,20.8,1,100.0,0
16,0,37.5,1,100.0,0
22,1,23.3,0,100.0,0
6,0,26.5,0,55.07,1
3,6,26.2,1,65.67,0
13,4,22.3,0,88.0,0
2,6,27.9,1,72.74,0
23,4,29.2,0,83.21,0
4,0,37.3,1,58.23,1
15,5,38.0,0,98.21,0
22,4,19.8,0,93.99,0
19,3,32.8,1,100.0,0
3,4,41.9,0,64.65,1
23,6,18.3,1,89.14,0
23,0,29.2,0,92.73,0
1,5,37.5,1,70.95,0
17,2,33.3,0,100.0,0
18,5,18.0,1,100.0,0
18,5,26.9,0,100.0,0
16,5,30.2,0,100.0,0
13,3,44.9,1,95.11,0
18,1,20.4,1,100.0,0
21,6,44.5,1,100.0,0
23,0,26.3,1,93.46,0
12,1,21.0,0,92.18,0
11,2,27.4,0,75.81,0
5,1,33.4,0,46.94,1
20,0,21.4,0,100.0,0
3,6,23.7,0,61.57,1
18,6,40.6,1,100.0,0
15,0,45.0,1,100.0,0
12,2,24.5,1,85.89,0
3,0,19.5,1,50.04,1
22,2,38.8,1,99.02,0
16,2,33.0,0,99.7,0
22,0,18.0,0,92.23,0
0,4,43.4,1,71.26,0
17,6,17.3,1,100.0,0
19,2,33.8,1,100.0,0
16,0,27.7,0,100.0,0
14,4,31.7,1,95.5,0
10,6,21.4,1,70.17,0
21,2,35.6,1,100.0,0
12,6,43.8,0,65.99,0
0,4,28.8,1,91.45,0
16,6,30.7,0,100.0,0
5,3,22.2,1,73.94,0
3,5,41.8,1,63.87,1
19,3,44.1,0,100.0,0
15,4,38.6,0,91.67,0
14,2,31.3,1,100.0,0
14,0,43.7,1,86.34,0
5,1,19.6,0,57.58,1
14,0,29.4,0,88.22,0
13,6,31.1,1,87.58,0
10,1,29.8,0,51.06,1
6,1,39.1,0,47.93,1
8,6,35.1,1,58.88,1
15,6,18.8,1,100.0,0
4,2,25.4,1,51.79,1
19,4,25.2,0,100.0,0
9,0,32.0,1,62.39,1
17,4,23.7,1,100.0,0
2,3,18.5,0,72.46,0
12,2,34.6,1,81.42,0
10,2,40.5,0,64.05,1
16,3,42.9,0,98.19,0
21,0,44.2,1,100.0,0
12,5,38.4,1,86.42,0
5,3,19.2,0,52.0,1
16,0,40.6,1,100.0,0
12,1,27.0,0,80.78,0
18,6,36.9,0,100.0,0
20,2,30.9,1,100.0,0
18,0,39.9,1,100.0,0
9,4,27.8,0,57.53,1
2,6,16.9,0,69.29,0
13,4,31.7,1,87.84,0
18,6,20.1,0,100.0,0
4,2,44.0,0,38.38,1
4,3,30.8,0,53.79,1
19,5,31.6,1,100.0,0
16,3,42.2,0,100.0,0
20,0,33.7,0,100.0,0
9,3,24.1,1,68.98,0
4,2,23.9,0,64.84,1
3,0,30.0,0,58.63,1
5,1,41.0,1,52.95,1
3,3,38.8,1,65.17,0
6,3,43.9,1,50.3,1
6,5,17.2,1,57.2,1
17,0,23.0,1,100.0,0
2,4,17.4,0,72.4,0
0,3,37.5,0,81.04,0
23,2,19.2,1,91.68,0
3,3,18.0,0,67.11,0
5,5,31.9,1,55.88,1
8,1,27.3,0,49.87,1
21,5,36.5,0,100.0,0
13,3,29.6,0,81.89,0
11,4,27.8,1,65.87,0
19,6,27.8,1,100.0,0
23,3,41.2,1,88.18,0
3,0,26.9,0,67.44,0
20,3,25.0,1,100.0,0
23,4,25.2,0,88.71,0
11,0,20.9,0,81.56,0
9,2,40.8,1,63.09,1
21,0,19.4,0,100.0,0
6,5,42.3,0,51.18,1
2,1,23.5,0,65.38,0
22,5,42.0,1,95.25,0
13,6,38.7,1,85.98,0
23,0,32.5,1,96.18,0
9,2,35.1,0,51.12,1
15,3,24.8,0,98.35,0
15,0,32.2,1,100.0,0
21,5,23.8,0,100.0,0
9,0,27.1,1,67.6,0
12,0,37.9,1,82.41,0
5,0,22.3,1,56.51,1
11,2,40.2,1,77.8,0
8,4,26.3,0,59.71,1
12,4,31.0,0,71.21,0
3,0,43.3,0,60.16,1
23,2,35.4,1,89.5,0
10,2,34.4,0,71.68,0
19,6,36.3,1,100.0,0
17,0,42.5,1,100.0,0
10,5,22.5,1,75.5,0
20,5,33.4,0,100.0,0
3,1,27.0,1,56.57,1
17,0,15.4,0,100.0,0
0,1,18.8,0,86.17,0
6,5,24.7,0,51.41,1
5,5,31.9,0,60.8,1
14,0,41.4,0,82.0,0
17,1,38.7,0,100.0,0
23,1,31.6,0,92.15,0
10,0,17.2,0,74.82,0
19,6,23.6,1,100.0,0
23,1,26.0,1,95.14,0
14,6,33.7,0,92.38,0
15,3,16.9,0,100.0,0
6,5,30.9,0,52.67,1
20,4,42.0,0,100.0,0
9,6,36.2,0,55.88,1
11,6,38.9,1,71.79,0
23,6,35.5,0,84.09,0
13,2,21.2,0,94.29,0
4,1,18.3,0,57.62,1
20,1,39.9,1,100.0,0
17,2,35.9,1,100.0,0
4,1,32.3,0,56.45,1
2,2,20.7,1,67.76,0
22,6,33.1,1,100.0,0
4,0,15.9,1,69.42,0
23,3,18.6,1,89.14,0
16,6,24.4,1,100.0,0
18,3,28.3,1,100.0,0
18,5,18.6,1,100.0,0
20,6,18.6,1,100.0,0
11,4,36.8,0,73.65,0
8,1,32.1,0,50.09,1
0,4,31.0,1,90.07,0
17,0,28.6,1,100.0,0
20,3,44.3,0,100.0,0
3,6,16.5,0,61.98,1
9,0,20.4,1,66.68,0
6,0,34.4,0,47.98,1
21,1,19.1,1,100.0,0
22,0,32.7,0,92.07,0
0,6,32.0,1,89.68,0
16,6,44.1,0,97.94,0
23,3,41.5,1,88.59,0
1,6,43.4,0,69.19,0
10,4,18.4,0,70.93,0
8,3,41.0,1,49.75,1
6,1,18.9,1,57.11,1
21,3,34.0,0,100.0,0
16,2,36.6,0,100.0,0
16,4,19.8,1,100.0,0
1,2,34.0,0,70.53,0
5,2,16.6,0,55.74,1
13,5,23.8,0,94.87,0
5,6,42.6,0,36.97,1
1,1,20.2,0,75.72,0
0,0,17.0,1,94.76,0
9,2,28.3,0,55.16,1
20,3,40.5,0,99.06,0
4,0,17.3,1,68.95,0
1,3,25.7,1,76.79,0
21,3,42.0,1,100.0,0
15,0,18.5,1,100.0,0
1,0,24.3,1,64.02,1
9,6,38.4,0,47.19,1
1,3,31.3,0,74.74,0
15,1,40.0,0,97.0,0
15,6,18.3,1,100.0,0
18,4,42.6,1,100.0,0
6,5,43.0,1,49.71,1
21,4,19.7,0,100.0,0
11,1,16.0,0,77.09,0
23,6,44.7,0,88.65,0
14,5,29.5,0,94.39,0
7,6,32.2,0,50.47,1
5,0,33.5,0,51.61,1
9,5,38.7,1,63.81,1
2,3,39.4,0,57.96,1
18,4,20.8,0,100.0,0
16,5,22.1,0,100.0,0
6,3,41.3,0,54.15,1
20,6,39.6,0,94.48,0
19,1,33.5,1,100.0,0
3,5,44.8,0,50.47,1
13,3,37.1,0,79.97,0
19,6,21.5,1,100.0,0
21,6,40.4,1,100.0,0
14,6,27.4,0,92.56,0
23,1,16.1,0,82.92,0
7,0,24.6,0,47.91,1
20,1,37.9,0,100.0,0
14,1,43.8,0,82.77,0
21,4,23.3,1,100.0,0
19,6,22.4,1,100.0,0
13,3,31.9,0,84.78,0
8,5,39.4,0,55.31,1
7,4,37.4,1,51.29,1
16,6,31.8,1,100.0,0
1,2,33.9,0,70.6,0
23,1,22.3,0,87.62,0
2,2,28.0,0,71.67,0
7,6,22.7,0,57.33,1
11,4,41.5,0,71.31,0
0,3,18.4,0,83.59,0
9,4,35.4,1,61.08,1
19,3,22.8,1,100.0,0
2,3,29.3,1,61.67,1
5,6,24.0,1,57.84,1
6,0,24.7,0,47.63,1
19,6,22.8,1,100.0,0
22,1,37.6,1,97.99,0
17,4,26.0,0,100.0,0
10,3,36.8,1,72.63,0
18,6,28.7,0,100.0,0
4,6,31.4,0,51.12,1
18,4,31.3,1,100.0,0
10,4,44.3,1,71.49,0
23,3,26.0,1,94.12,0
11,5,21.2,0,74.78,0
9,2,42.4,1,64.43,1
7,1,20.2,0,51.34,1
23,1,40.0,1,94.13,0
8,5,19.5,0,59.16,1
3,0,34.8,1,68.55,0
4,5,19.5,1,60.27,1
20,0,42.7,0,100.0,0
7,0,32.0,1,56.15,1
22,5,24.9,1,100.0,0
8,1,19.2,0,61.09,1
14,2,26.1,1,100.0,0
14,1,36.2,1,92.85,0
15,6,26.5,0,100.0,0
13,1,22.4,1,100.0,0
7,1,32.3,0,42.49,1
17,5,27.5,1,100.0,0
9,5,20.0,1,70.53,0
19,6,19.6,0,100.0,0
5,6,36.2,1,62.02,1
11,5,44.2,0,61.25,1
1,1,22.0,0,71.82,0
6,2,38.2,1,53.08,1
15,0,17.6,0,100.0,0
2,4,26.4,1,77.1,0
12,0,30.2,0,73.91,0
2,6,23.1,1,63.2,1
17,6,30.9,1,100.0,0
10,0,41.5,0,62.14,1
7,4,43.3,1,52.84,1
5,1,18.0,1,63.64,1
0,2,23.2,1,83.0,0
0,2,44.4,0,74.49,0
22,0,23.1,1,100.0,0
7,4,35.8,1,49.53,1
4,6,22.6,0,53.53,1
15,3,25.7,1,100.0,0
10,1,20.7,0,70.4,0
4,0,40.7,0,43.58,1
3,2,41.5,1,63.68,1
5,6,23.9,0,55.03,1
13,5,39.7,1,85.64,0
21,5,25.7,1,100.0,0
18,4,18.0,1,100.0,0
8,4,37.7,0,55.37,1
11,0,32.9,0,72.76,0
10,3,23.2,1,69.96,0
13,2,22.6,1,95.44,0
22,0,44.3,0,93.39,0
15,3,40.9,1,100.0,0
0,6,39.3,0,69.97,0
12,4,18.8,0,69.79,0
22,5,37.7,1,92.65,0
20,1,21.4,1,100.0,0
20,6,44.3,1,100.0,0
12,5,16.6,0,84.51,0
1,2,25.6,0,72.81,0
3,2,27.9,0,67.11,0
5,5,39.7,0,44.15,1
22,6,38.0,1,100.0,0
4,5,26.2,0,58.25,1
2,3,32.0,1,76.91,0
0,0,40.1,0,72.27,0
3,4,15.5,0,61.36,1
19,3,39.1,1,100.0,0
1,1,43.4,0,69.71,0
4,5,16.0,1,64.84,1
2,1,16.4,0,79.13,0
8,1,25.3,1,60.82,1
19,3,17.6,0,100.0,0
5,4,29.4,0,55.93,1
17,6,36.9,1,100.0,0
5,2,32.0,1,49.07,1
18,0,20.9,1,100.0,0
11,2,34.6,0,67.0,0
10,4,35.5,0,60.34,1
1,2,43.0,0,75.36,0
14,5,19.4,0,100.0,0
11,5,35.8,0,73.49,0
11,3,42.3,0,61.65,1
8,1,30.0,1,62.53,1
20,4,25.9,0,100.0,0
23,4,20.1,0,88.51,0
1,2,41.0,1,75.98,0
21,3,26.8,1,100.0,0
2,2,42.7,1,58.86,1
11,2,40.4,1,78.87,0
15,4,26.3,1,100.0,0
20,2,32.2,0,100.0,0
23,1,15.8,0,95.06,0
0,2,22.9,1,91.7,0
20,1,36.3,1,99.74,0
2,4,35.3,0,60.82,1
19,3,25.6,1,100.0,0
1,5,39.3,0,72.63,0
8,1,22.1,0,58.63,1
18,3,28.8,1,100.0,0
14,3,29.2,0,94.5,0
17,1,25.2,0,100.0,0
10,4,43.6,0,50.71,1
22,0,35.9,0,99.73,0
15,3,31.2,1,100.0,0
21,3,30.3,1,100.0,0
16,4,19.8,1,100.0,0
4,4,26.2,1,63.71,1
11,2,35.2,1,67.75,0
10,4,42.7,0,56.8,1
14,3,39.5,0,93.22,0
2,1,24.0,0,72.37,0
0,0,28.0,0,68.54,0
19,6,17.5,1,100.0,0
15,2,18.1,1,100.0,0
1,6,29.1,0,71.07,0
1,1,30.9,1,77.13,0
2,0,22.9,0,61.6,1
7,0,34.3,0,43.54,1
23,0,36.1,1,91.97,0
14,5,24.0,1,100.0,0
6,1,37.8,1,47.94,1
5,2,21.2,0,48.9,1
8,2,31.3,1,52.5,1
19,0,39.1,0,100.0,0
0,1,31.1,1,79.75,0
7,5,42.2,0,42.54,1
22,0,16.8,1,100.0,0
22,4,32.6,0,86.98,0
2,6,31.9,0,72.56,0
3,2,34.8,1,56.46,1
14,6,40.0,0,97.66,0
5,3,36.8,1,63.85,1
14,0,38.7,1,100.0,0
20,4,23.7,1,100.0,0
2,2,26.6,0,69.99,0
20,6,33.8,1,100.0,0
20,5,31.6,0,100.0,0
13,1,43.8,1,87.31,0
19,2,20.6,1,100.0,0
13,6,25.5,0,94.64,0
3,1,32.2,0,60.67,1
11,6,41.0,1,72.58,0
16,1,42.9,0,100.0,0
6,5,25.1,1,54.63,1
8,5,17.0,0,55.2,1
2,0,27.6,0,69.64,0
12,0,26.8,1,86.68,0
14,2,44.6,0,94.5,0
17,5,27.9,1,100.0,0
18,4,24.2,1,100.0,0
0,6,26.0,0,88.2,0
5,6,26.9,1,56.14,1
22,6,39.6,0,90.09,0
1,2,17.4,0,78.16,0
23,6,24.5,1,81.52,0
13,3,44.0,0,87.11,0
5,1,19.6,1,54.83,1
13,6,37.3,1,98.96,0
3,1,25.7,0,64.03,1
20,0,32.5,0,100.0,0
7,6,18.0,1,64.32,1
2,4,24.2,1,69.45,0
18,5,30.0,1,100.0,0
13,5,22.0,0,81.72,0
19,0,31.3,0,100.0,0
16,3,21.6,1,100.0,0
7,2,34.5,0,49.6,1
23,2,42.1,1,95.25,0
13,4,17.6,0,99.17,0
5,0,21.5,1,57.32,1
22,0,40.3,1,88.37,0
21,3,33.9,1,100.0,0
15,6,17.4,1,100.0,0
18,2,29.6,1,100.0,0
13,6,21.3,1,93.85,0
18,0,21.0,0,100.0,0
2,6,43.2,1,62.56,1
9,5,37.8,1,62.23,1
18,4,35.9,1,100.0,0
8,2,22.2,1,62.69,1
19,3,18.6,1,100.0,0
12,4,41.1,0,82.28,0
6,1,15.2,1,60.73,1
13,5,26.6,1,93.93,0
8,3,23.3,1,61.41,1
22,4,32.1,1,93.31,0
18,0,22.5,0,100.0,0
14,1,24.3,0,96.08,0
19,3,40.5,1,100.0,0
13,0,33.1,1,91.61,0
23,5,19.4,0,95.24,0
5,1,36.8,1,57.51,1
20,2,21.2,0,100.0,0
3,0,28.0,1,68.61,0
7,4,34.4,0,54.85,1
16,6,23.2,0,100.0,0
8,3,26.5,1,64.91,1
0,1,37.0,1,76.9,0
23,0,43.1,1,79.37,0
19,2,30.9,1,100.0,0
13,6,15.3,0,89.89,0
10,3,25.2,0,71.1,0
20,3,27.0,1,100.0,0
2,0,25.2,0,64.05,1
8,2,28.1,1,60.41,1
13,5,34.0,1,94.25,0
8,6,18.6,1,66.31,0
3,5,23.2,0,58.77,1
3,1,30.2,1,58.93,1
7,0,24.5,0,48.79,1
1,6,44.7,1,73.42,0
8,1,27.9,0,49.38,1
13,5,41.1,0,89.18,0
21,6,41.9,0,92.43,0
8,3,40.1,0,43.21,1
23,1,16.4,1,97.62,0
22,2,43.4,0,89.59,0
15,4,18.9,0,100.0,0
16,5,16.0,1,100.0,0
15,5,27.4,0,100.0,0
11,2,20.8,1,85.02,0
2,6,20.5,0,64.73,1
10,6,23.6,1,74.47,0
13,6,22.5,0,99.01,0
17,1,35.5,0,100.0,0
20,0,20.6,0,100.0,0
20,3,31.3,0,100.0,0
4,4,44.6,1,48.13,1
15,0,28.0,0,96.03,0
19,0,34.3,1,100.0,0
4,2,44.1,1,56.83,1
2,1,19.1,1,80.95,0
11,5,27.6,1,80.1,0
0,5,40.5,0,74.12,0
20,2,43.0,0,100.0,0
8,1,33.0,0,54.45,1
8,2,19.3,0,68.3,0
3,5,42.0,0,58.69,1
2,0,20.2,0,64.21,1
16,3,25.6,1,100.0,0
1,6,26.3,1,80.72,0
23,1,28.4,0,82.8,0
0,4,38.7,0,77.3,0
7,4,39.1,0,47.28,1
12,0,36.6,1,85.45,0
22,2,15.7,0,98.81,0
14,2,31.9,0,87.43,0
7,5,37.4,0,48.57,1
11,0,28.3,1,81.57,0
21,5,43.3,1,100.0,0
11,5,39.7,0,74.13,0
13,4,34.1,1,83.54,0
14,5,16.9,1,97.26,0
14,6,34.6,1,93.34,0
8,5,42.3,0,57.84,1
18,4,26.4,0,100.0,0
19,6,40.1,1,100.0,0
21,2,24.4,1,100.0,0
7,1,32.1,1,55.87,1
20,3,34.5,0,100.0,0
18,5,35.3,1,100.0,0
5,6,41.5,1,56.78,1
19,1,22.0,0,100.0,0
18,4,22.9,1,100.0,0
3,1,36.1,1,72.91,0
22,3,20.3,0,97.68,0
6,1,28.9,1,61.24,1
3,6,15.6,1,69.79,0
21,1,19.2,1,100.0,0
11,1,35.4,1,65.81,0
12,1,37.4,0,71.58,0
2,0,18.5,0,74.35,0
21,5,21.8,0,100.0,0
11,4,18.0,1,83.81,0
1,3,28.0,0,80.61,0
23,4,18.8,0,86.23,0
1,0,28.1,1,75.44,0
22,0,37.0,0,90.89,0
8,6,35.5,1,50.67,1
0,0,23.4,1,82.98,0
7,5,35.2,1,49.1,1
22,0,42.8,0,83.3,0
5,1,25.4,0,47.91,1
5,4,24.9,1,57.23,1
21,2,32.1,0,100.0,0
17,3,22.4,1,100.0,0
16,0,34.5,0,100.0,0
11,4,40.0,0,70.35,0
5,6,28.8,0,53.57,1
7,0,35.4,0,50.13,1
18,5,34.6,0,99.37,0
9,0,16.2,1,62.68,1
0,0,20.5,0,85.72,0
12,0,41.8,0,76.69,0
16,6,43.2,0,93.8,0
2,0,38.4,0,61.39,1
7,3,42.6,0,50.19,1
13,4,24.2,1,88.24,0
2,5,22.4,1,70.29,0
15,0,26.5,1,100.0,0
12,0,16.7,0,86.95,0
19,0,39.3,0,100.0,0
23,0,44.5,1,86.53,0
16,1,39.7,1,100.0,0
12,1,31.6,1,79.35,0
5,2,23.9,1,62.02,1
16,0,20.9,0,100.0,0
13,2,25.9,1,96.27,0
16,3,35.0,0,100.0,0
7,2,28.4,1,59.94,1
10,4,43.0,0,56.05,1
19,1,40.6,0,100.0,0
0,1,18.1,0,83.7,0
6,0,18.9,1,64.59,1
20,0,35.3,0,100.0,0
20,3,21.9,0,100.0,0
16,5,38.7,1,100.0,0
9,3,32.7,1,61.54,1
10,4,21.9,1,70.3,0
21,0,29.4,1,100.0,0
8,0,27.2,1,58.38,1
8,3,41.2,1,62.63,1
23,3,16.0,0,91.24,0
4,3,41.9,0,56.11,1
16,1,34.6,1,100.0,0
8,2,37.1,1,52.32,1
16,2,15.1,0,100.0,0
23,0,33.8,0,94.34,0
20,1,32.7,0,100.0,0
18,3,31.1,1,100.0,0
6,0,38.6,0,49.95,1
22,1,31.7,0,92.11,0
8,4,40.7,1,64.01,1
6,5,22.0,1,60.2,1
12,1,39.2,1,86.9,0
10,6,20.4,0,68.43,0
13,0,39.4,1,84.78,0
18,2,43.2,0,100.0,0
10,6,25.1,0,74.95,0
12,3,30.9,1,88.77,0
13,5,34.7,0,89.11,0
12,4,17.4,1,84.49,0
0,5,29.8,1,92.67,0
7,5,25.8,1,64.01,1
11,1,41.2,1,64.97,1
18,0,41.3,0,100.0,0
11,0,36.0,1,74.18,0
7,5,34.7,0,51.08,1
7,3,37.0,0,44.83,1
20,0,26.0,1,100.0,0
12,5,27.1,0,75.36,0
11,0,31.6,1,72.74,0
15,3,43.1,1,100.0,0
0,4,36.7,1,79.2,0
12,6,31.5,0,81.69,0
6,5,38.1,1,53.11,1
4,2,26.1,1,72.09,0
7,2,36.9,0,45.71,1
13,5,27.3,1,91.89,0
22,1,23.4,1,98.4,0
12,4,33.3,1,91.16,0
14,1,35.6,1,98.85,0
22,6,28.8,1,99.56,0
16,2,32.0,1,100.0,0
14,3,35.8,0,88.9,0
19,5,38.0,1,100.0,0
17,6,41.9,1,100.0,0
17,0,25.6,1,100.0,0
1,2,43.5,1,69.49,0
3,4,34.1,0,59.33,1
0,2,38.6,1,91.66,0
3,4,36.0,0,59.23,1
17,4,21.2,1,100.0,0
4,5,17.1,1,69.96,0
18,4,36.8,0,100.0,0
14,1,30.3,0,97.55,0
7,6,36.1,1,55.06,1
19,3,29.3,1,100.0,0
16,2,24.4,1,100.0,0
0,3,23.6,1,85.4,0
11,6,36.9,1,71.49,0
18,0,23.3,1,100.0,0
14,6,36.4,0,93.69,0
